bar_index,bar_time_epoch_ms,bar_time_utc,bar_time_london,within_export_window,symbol,timeframe,session,session_phase,open,high,low,close,volume,direction,range,body_size,body_ratio,upper_wick,lower_wick,upper_wick_ratio,lower_wick_ratio,close_location,atr,body_atr,range_atr,net_progress_3,net_progress_6,net_progress_12,net_progress_atr_3,net_progress_atr_6,net_progress_atr_12,directional_efficiency_3,directional_efficiency_6,directional_efficiency_12,overlap_with_previous,overlap_ratio_previous,consecutive_higher_closes,consecutive_lower_closes,nearest_level,nearest_level_source,nearest_level_distance,nearest_level_distance_atr,previous_day_high,previous_day_low,previous_session_high,previous_session_low,consolidation_high,consolidation_low,m15_time,m15_direction,m15_trend,m15_efficiency,m15_atr,m15_swing_high,m15_swing_low,m30_time,m30_direction,m30_trend,m30_efficiency,m30_atr,m30_swing_high,m30_swing_low,h1_time,h1_direction,h1_trend,h1_efficiency,h1_atr,h1_swing_high,h1_swing_low
21104,1785383100000,2026-07-30T03:45:00Z,2026-07-30T04:45:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.512,163.517,163.497,163.5,580,BEARISH,0.02,0.012,0.6,0.005,0.003,0.25,0.15,0.15,0.0338,0.3550295858,0.5917159763,-0.027,-0.039,0.027,-0.798816568,-1.1538461538,0.798816568,1,0.4482758621,0.1542857143,0.015,0.8333333333,0,3,163.455,CONFIRMED_SWING_LOW,0.045,1.3325,163.91,163.229,163.91,163.229,163.697,163.631,1785382200000,NEUTRAL,0,0.1211,0.0722,163.536,163.209,1785380400000,BEARISH,-1,0.2326,0.1119,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21105,1785383400000,2026-07-30T03:50:00Z,2026-07-30T04:50:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.501,163.516,163.495,163.5,465,BEARISH,0.021,0.001,0.0476190476,0.015,0.005,0.7142857143,0.2380952381,0.2380952381,0.0329,0.0303951368,0.6382978723,-0.019,-0.003,0.038,-0.5775075988,-0.0911854103,1.1550151976,1,0.0588235294,0.2317073171,0.019,0.95,0,0,163.455,CONFIRMED_SWING_LOW,0.045,1.3695,163.91,163.229,163.91,163.229,163.697,163.631,1785382200000,NEUTRAL,0,0.1211,0.0722,163.536,163.209,1785380400000,BEARISH,-1,0.2326,0.1119,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21106,1785383700000,2026-07-30T03:55:00Z,2026-07-30T04:55:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.499,163.506,163.495,163.502,311,BULLISH,0.011,0.003,0.2727272727,0.004,0.004,0.3636363636,0.3636363636,0.6363636364,0.0313,0.0958466454,0.3514376997,-0.011,-0.014,0.014,-0.3514376997,-0.447284345,0.447284345,0.7333333333,0.35,0.1,0.011,1,1,0,163.455,CONFIRMED_SWING_LOW,0.047,1.5017,163.91,163.229,163.91,163.229,163.697,163.631,1785382200000,NEUTRAL,0,0.1211,0.0722,163.536,163.209,1785380400000,BEARISH,-1,0.2326,0.1119,163.536,163.209,1785376800000,NEUTRAL,0,0.0215,0.1545,163.91,163.209
21107,1785384000000,2026-07-30T04:00:00Z,2026-07-30T05:00:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.501,163.518,163.486,163.514,435,BULLISH,0.032,0.013,0.40625,0.004,0.015,0.125,0.46875,0.875,0.0313,0.4153354633,1.0223642173,0.014,-0.013,0.015,0.447284345,-0.4153354633,0.4792332268,1,0.3170731707,0.1063829787,0.011,1,2,0,163.559,CONFIRMED_SWING_HIGH,0.045,1.4355,163.91,163.229,163.91,163.229,163.697,163.631,1785383100000,NEUTRAL,0,0.1483,0.0687,163.536,163.209,1785382200000,BEARISH,-1,0.2216,0.1084,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21108,1785384300000,2026-07-30T04:05:00Z,2026-07-30T05:05:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.513,163.528,163.495,163.504,521,BEARISH,0.033,0.009,0.2727272727,0.015,0.009,0.4545454545,0.2727272727,0.2727272727,0.0315,0.2857142857,1.0476190476,0.004,-0.015,-0.009,0.126984127,-0.4761904762,-0.2857142857,0.1666666667,0.3488372093,0.0656934307,0.023,0.71875,0,1,163.455,CONFIRMED_SWING_LOW,0.049,1.5573,163.91,163.229,163.91,163.229,163.697,163.631,1785383100000,NEUTRAL,0,0.1483,0.0687,163.536,163.209,1785382200000,BEARISH,-1,0.2216,0.1084,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21109,1785384600000,2026-07-30T04:10:00Z,2026-07-30T05:10:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.503,163.507,163.48,163.486,302,BEARISH,0.027,0.017,0.6296296296,0.004,0.006,0.1481481481,0.2222222222,0.2222222222,0.0311,0.5466237942,0.8681672026,-0.016,-0.027,-0.04,-0.5144694534,-0.8681672026,-1.2861736334,0.4,0.4909090909,0.2816901408,0.012,0.4444444444,0,2,163.455,CONFIRMED_SWING_LOW,0.031,0.9953,163.91,163.229,163.91,163.229,163.697,163.631,1785383100000,NEUTRAL,0,0.1483,0.0687,163.536,163.209,1785382200000,BEARISH,-1,0.2216,0.1084,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21110,1785384900000,2026-07-30T04:15:00Z,2026-07-30T05:15:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.484,163.484,163.46,163.482,385,BEARISH,0.024,0.002,0.0833333333,0,0.022,0,0.9166666667,0.9166666667,0.0308,0.0649350649,0.7792207792,-0.032,-0.018,-0.057,-1.038961039,-0.5844155844,-1.8506493506,1,0.3913043478,0.4285714286,0.004,0.1666666667,0,3,163.455,CONFIRMED_SWING_LOW,0.027,0.8772,163.91,163.229,163.91,163.229,163.697,163.631,1785384000000,NEUTRAL,0,0.1678,0.0672,163.559,163.209,1785382200000,BEARISH,-1,0.2216,0.1084,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21111,1785385200000,2026-07-30T04:20:00Z,2026-07-30T05:20:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.483,163.496,163.466,163.476,456,BEARISH,0.03,0.007,0.2333333333,0.013,0.01,0.4333333333,0.3333333333,0.3333333333,0.0307,0.2280130293,0.9771986971,-0.028,-0.024,-0.027,-0.9120521173,-0.7817589577,-0.8794788274,1,0.4615384615,0.2621359223,0.018,0.75,0,4,163.455,CONFIRMED_SWING_LOW,0.021,0.6835,163.91,163.229,163.91,163.229,163.697,163.631,1785384000000,NEUTRAL,0,0.1678,0.0672,163.559,163.209,1785382200000,BEARISH,-1,0.2216,0.1084,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21112,1785385500000,2026-07-30T04:25:00Z,2026-07-30T05:25:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.477,163.488,163.473,163.479,512,BULLISH,0.015,0.002,0.1333333333,0.009,0.004,0.6,0.2666666667,0.4,0.0296,0.0675675676,0.5067567568,-0.007,-0.023,-0.037,-0.2364864865,-0.777027027,-1.25,0.5384615385,0.4339622642,0.3978494624,0.015,1,1,0,163.455,CONFIRMED_SWING_LOW,0.024,0.8108,163.91,163.229,163.91,163.229,163.697,163.631,1785384000000,NEUTRAL,0,0.1678,0.0672,163.559,163.209,1785382200000,BEARISH,-1,0.2216,0.1084,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21113,1785385800000,2026-07-30T04:30:00Z,2026-07-30T05:30:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.479,163.479,163.461,163.466,534,BEARISH,0.018,0.013,0.7222222222,0,0.005,0,0.2777777778,0.2777777778,0.0288,0.4513888889,0.625,-0.016,-0.048,-0.061,-0.5555555556,-1.6666666667,-2.1180555556,0.7272727273,0.8888888889,0.6421052632,0.006,0.4,0,1,163.46,CONFIRMED_SWING_LOW,0.006,0.2085,163.91,163.229,163.91,163.229,163.697,163.631,1785384900000,NEUTRAL,0,0.1417,0.065,163.559,163.209,1785384000000,BEARISH,-1,0.055,0.1055,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21114,1785386100000,2026-07-30T04:35:00Z,2026-07-30T05:35:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.465,163.48,163.465,163.473,479,BULLISH,0.015,0.008,0.5333333333,0.007,0,0.4666666667,0,0.5333333333,0.0278,0.2877697842,0.5395683453,-0.003,-0.031,-0.046,-0.1079136691,-1.1151079137,-1.654676259,0.1304347826,0.6078431373,0.4893617021,0.014,0.9333333333,1,0,163.46,CONFIRMED_SWING_LOW,0.013,0.4678,163.91,163.229,163.91,163.229,163.697,163.631,1785384900000,NEUTRAL,0,0.1417,0.065,163.559,163.209,1785384000000,BEARISH,-1,0.055,0.1055,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21115,1785386400000,2026-07-30T04:40:00Z,2026-07-30T05:40:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.474,163.491,163.463,163.48,769,BULLISH,0.028,0.006,0.2142857143,0.011,0.011,0.3928571429,0.3928571429,0.6071428571,0.0278,0.2158273381,1.0071942446,0.001,-0.006,-0.033,0.035971223,-0.2158273381,-1.1870503597,0.037037037,0.15,0.3473684211,0.015,1,2,0,163.46,CONFIRMED_SWING_LOW,0.02,0.7193,163.91,163.229,163.91,163.229,163.697,163.631,1785384900000,NEUTRAL,0,0.1417,0.065,163.559,163.209,1785384000000,BEARISH,-1,0.055,0.1055,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21116,1785386700000,2026-07-30T04:45:00Z,2026-07-30T05:45:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.481,163.491,163.477,163.489,302,BULLISH,0.014,0.008,0.5714285714,0.002,0.004,0.1428571429,0.2857142857,0.8571428571,0.0268,0.2985074627,0.5223880597,0.023,0.007,-0.011,0.8582089552,0.2611940299,-0.4104477612,1,0.1555555556,0.1208791209,0.014,1,3,0,163.46,CONFIRMED_SWING_LOW,0.029,1.0814,163.91,163.229,163.91,163.229,163.697,163.631,1785385800000,NEUTRAL,0,0.1326,0.0625,163.559,163.209,1785384000000,BEARISH,-1,0.055,0.1055,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21117,1785387000000,2026-07-30T04:50:00Z,2026-07-30T05:50:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.489,163.518,163.488,163.495,450,BULLISH,0.03,0.006,0.2,0.023,0.001,0.7666666667,0.0333333333,0.2333333333,0.027,0.2222222222,1.1111111111,0.022,0.019,-0.005,0.8148148148,0.7037037037,-0.1851851852,1,0.4222222222,0.0515463918,0.003,0.2142857143,4,0,163.528,CONFIRMED_SWING_HIGH,0.033,1.2202,163.91,163.229,163.91,163.229,163.697,163.631,1785385800000,NEUTRAL,0,0.1326,0.0625,163.559,163.209,1785384000000,BEARISH,-1,0.055,0.1055,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21118,1785387300000,2026-07-30T04:55:00Z,2026-07-30T05:55:00+01:00,true,USDJPY,5,ASIAN_OVERNIGHT,ASIAN_OVERNIGHT,163.496,163.514,163.485,163.491,668,BEARISH,0.029,0.005,0.1724137931,0.018,0.006,0.6206896552,0.2068965517,0.2068965517,0.0272,0.1838235294,1.0661764706,0.011,0.012,-0.011,0.4044117647,0.4411764706,-0.4044117647,0.5789473684,0.2608695652,0.1111111111,0.026,0.8965517241,0,1,163.46,CONFIRMED_SWING_LOW,0.031,1.1404,163.91,163.229,163.91,163.229,163.697,163.631,1785385800000,NEUTRAL,0,0.1326,0.0625,163.559,163.209,1785384000000,BEARISH,-1,0.055,0.1055,163.536,163.209,1785380400000,NEUTRAL,0,0.0979,0.1488,163.91,163.209
21119,1785387600000,2026-07-30T05:00:00Z,2026-07-30T06:00:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.492,163.512,163.486,163.49,513,BEARISH,0.026,0.002,0.0769230769,0.02,0.004,0.7692307692,0.1538461538,0.1538461538,0.0271,0.073800738,0.9594095941,0.001,0.024,-0.024,0.036900369,0.8856088561,-0.8856088561,0.0909090909,0.7058823529,0.2727272727,0.026,1,0,2,163.46,CONFIRMED_SWING_LOW,0.03,1.107,163.91,163.229,163.91,163.229,163.697,163.631,1785386700000,BULLISH,1,0.2659,0.0609,163.559,163.46,1785385800000,NEUTRAL,0,0.1842,0.1021,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21120,1785387900000,2026-07-30T05:05:00Z,2026-07-30T06:05:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.489,163.494,163.481,163.485,309,BEARISH,0.013,0.004,0.3076923077,0.005,0.004,0.3846153846,0.3076923077,0.3076923077,0.0261,0.153256705,0.4980842912,-0.01,0.012,-0.019,-0.3831417625,0.4597701149,-0.7279693487,1,0.375,0.2289156627,0.008,0.6153846154,0,3,163.46,CONFIRMED_SWING_LOW,0.025,0.9581,163.91,163.229,163.91,163.229,163.697,163.631,1785386700000,BULLISH,1,0.2659,0.0609,163.559,163.46,1785385800000,NEUTRAL,0,0.1842,0.1021,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21121,1785388200000,2026-07-30T05:10:00Z,2026-07-30T06:10:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.484,163.495,163.456,163.464,391,BEARISH,0.039,0.02,0.5128205128,0.011,0.008,0.2820512821,0.2051282051,0.2051282051,0.027,0.7407407407,1.4444444444,-0.027,-0.016,-0.022,-1,-0.5925925926,-0.8148148148,1,0.347826087,0.2558139535,0.013,1,0,4,163.46,CONFIRMED_SWING_LOW,0.004,0.1481,163.91,163.229,163.91,163.229,163.697,163.631,1785386700000,BULLISH,1,0.2659,0.0609,163.559,163.46,1785385800000,NEUTRAL,0,0.1842,0.1021,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21122,1785388500000,2026-07-30T05:15:00Z,2026-07-30T06:15:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.463,163.491,163.459,163.489,466,BULLISH,0.032,0.026,0.8125,0.002,0.004,0.0625,0.125,0.9375,0.0274,0.9489051095,1.1678832117,-0.001,0,0.007,-0.0364963504,0,0.2554744526,0.0196078431,0,0.0654205607,0.032,1,1,0,163.518,CONFIRMED_SWING_HIGH,0.029,1.0595,163.91,163.229,163.91,163.229,163.697,163.631,1785387600000,NEUTRAL,0,0.3036,0.0606,163.559,163.209,1785385800000,NEUTRAL,0,0.1842,0.1021,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21123,1785388800000,2026-07-30T05:20:00Z,2026-07-30T06:20:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.489,163.494,163.472,163.479,462,BEARISH,0.022,0.01,0.4545454545,0.005,0.007,0.2272727273,0.3181818182,0.3181818182,0.027,0.3703703704,0.8148148148,-0.006,-0.016,0.003,-0.2222222222,-0.5925925926,0.1111111111,0.1071428571,0.2424242424,0.027027027,0.019,0.8636363636,0,1,163.46,CONFIRMED_SWING_LOW,0.019,0.704,163.91,163.229,163.91,163.229,163.697,163.631,1785387600000,NEUTRAL,0,0.3036,0.0606,163.559,163.209,1785385800000,NEUTRAL,0,0.1842,0.1021,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21124,1785389100000,2026-07-30T05:25:00Z,2026-07-30T06:25:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.482,163.493,163.477,163.491,382,BULLISH,0.016,0.009,0.5625,0.002,0.005,0.125,0.3125,0.875,0.0262,0.3435114504,0.6106870229,0.027,0,0.012,1.0305343511,0,0.4580152672,0.5744680851,0,0.1,0.016,1,1,0,163.518,CONFIRMED_SWING_HIGH,0.027,1.0304,163.91,163.229,163.91,163.229,163.697,163.631,1785387600000,NEUTRAL,0,0.3036,0.0606,163.559,163.209,1785385800000,NEUTRAL,0,0.1842,0.1021,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21125,1785389400000,2026-07-30T05:30:00Z,2026-07-30T06:30:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.49,163.522,163.485,163.514,569,BULLISH,0.037,0.024,0.6486486486,0.008,0.005,0.2162162162,0.1351351351,0.7837837838,0.027,0.8888888889,1.3703703704,0.025,0.024,0.048,0.9259259259,0.8888888889,1.7777777778,0.5555555556,0.25,0.3692307692,0.008,0.5,2,0,163.518,CONFIRMED_SWING_HIGH,0.004,0.1483,163.91,163.229,163.91,163.229,163.697,163.631,1785388500000,NEUTRAL,0,0.0065,0.0587,163.559,163.209,1785387600000,NEUTRAL,0,0.1077,0.0988,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21126,1785389700000,2026-07-30T05:35:00Z,2026-07-30T06:35:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.515,163.523,163.505,163.515,471,NEUTRAL,0.018,0,0,0.008,0.01,0.4444444444,0.5555555556,0.5555555556,0.0263,0,0.6844106464,0.036,0.03,0.042,1.3688212928,1.1406844106,1.5969581749,1,0.3260869565,0.3387096774,0.017,0.9444444444,3,0,163.518,CONFIRMED_SWING_HIGH,0.003,0.1139,163.91,163.229,163.91,163.229,163.697,163.631,1785388500000,NEUTRAL,0,0.0065,0.0587,163.559,163.209,1785387600000,NEUTRAL,0,0.1077,0.0988,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21127,1785390000000,2026-07-30T05:40:00Z,2026-07-30T06:40:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.516,163.519,163.501,163.503,947,BEARISH,0.018,0.013,0.7222222222,0.003,0.002,0.1666666667,0.1111111111,0.1111111111,0.0257,0.5058365759,0.7003891051,0.012,0.039,0.023,0.46692607,1.5175097276,0.8949416342,0.3333333333,0.4698795181,0.1782945736,0.014,0.7777777778,0,1,163.518,CONFIRMED_SWING_HIGH,0.015,0.5828,163.91,163.229,163.91,163.229,163.697,163.631,1785388500000,NEUTRAL,0,0.0065,0.0587,163.559,163.209,1785387600000,NEUTRAL,0,0.1077,0.0988,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21128,1785390300000,2026-07-30T05:45:00Z,2026-07-30T06:45:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.502,163.519,163.48,163.502,1124,NEUTRAL,0.039,0,0,0.017,0.022,0.4358974359,0.5641025641,0.5641025641,0.0267,0,1.4606741573,-0.012,0.013,0.013,-0.4494382022,0.4868913858,0.4868913858,0.8571428571,0.2203389831,0.1074380165,0.018,1,0,2,163.518,CONFIRMED_SWING_HIGH,0.016,0.5996,163.91,163.229,163.91,163.229,163.697,163.631,1785389400000,BULLISH,1,0.1224,0.0573,163.559,163.456,1785387600000,NEUTRAL,0,0.1077,0.0988,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21129,1785390600000,2026-07-30T05:50:00Z,2026-07-30T06:50:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.501,163.519,163.499,163.508,795,BULLISH,0.02,0.007,0.35,0.011,0.002,0.55,0.1,0.45,0.0262,0.2671755725,0.7633587786,-0.007,0.029,0.013,-0.2671755725,1.106870229,0.4961832061,0.3684210526,0.5272727273,0.1074380165,0.02,1,1,0,163.523,CONFIRMED_SWING_HIGH,0.015,0.5724,163.91,163.229,163.91,163.229,163.697,163.631,1785389400000,BULLISH,1,0.1224,0.0573,163.559,163.456,1785387600000,NEUTRAL,0,0.1077,0.0988,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21130,1785390900000,2026-07-30T05:55:00Z,2026-07-30T06:55:00+01:00,true,USDJPY,5,PRE_LONDON,PRE_LONDON,163.511,163.551,163.506,163.539,748,BULLISH,0.045,0.028,0.6222222222,0.012,0.005,0.2666666667,0.1111111111,0.7333333333,0.0275,1.0181818182,1.6363636364,0.036,0.048,0.048,1.3090909091,1.7454545455,1.7454545455,0.9473684211,0.6486486486,0.3243243243,0.013,0.65,2,0,163.523,CONFIRMED_SWING_HIGH,0.016,0.5808,163.91,163.229,163.91,163.229,163.697,163.631,1785389400000,BULLISH,1,0.1224,0.0573,163.559,163.456,1785387600000,NEUTRAL,0,0.1077,0.0988,163.559,163.209,1785384000000,NEUTRAL,0,0.0531,0.143,163.91,163.209
21131,1785391200000,2026-07-30T06:00:00Z,2026-07-30T07:00:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.537,163.576,163.536,163.56,631,BULLISH,0.04,0.023,0.575,0.016,0.001,0.4,0.025,0.6,0.0284,0.8098591549,1.4084507042,0.058,0.046,0.07,2.0422535211,1.6197183099,2.4647887324,1,0.6388888889,0.4166666667,0.015,0.375,3,0,163.523,CONFIRMED_SWING_HIGH,0.037,1.301,163.91,163.229,163.91,163.229,163.697,163.631,1785390300000,BULLISH,1,0.1038,0.0582,163.559,163.456,1785389400000,NEUTRAL,0,0.0305,0.0968,163.559,163.209,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21132,1785391500000,2026-07-30T06:05:00Z,2026-07-30T07:05:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.56,163.579,163.556,163.575,572,BULLISH,0.023,0.015,0.652173913,0.004,0.004,0.1739130435,0.1739130435,0.8260869565,0.0281,0.5338078292,0.8185053381,0.067,0.06,0.09,2.384341637,2.1352313167,3.2028469751,1,0.6976744186,0.5056179775,0.02,0.8695652174,4,0,163.523,CONFIRMED_SWING_HIGH,0.052,1.8538,163.91,163.229,163.91,163.229,163.697,163.631,1785390300000,BULLISH,1,0.1038,0.0582,163.559,163.456,1785389400000,NEUTRAL,0,0.0305,0.0968,163.559,163.209,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21133,1785391800000,2026-07-30T06:10:00Z,2026-07-30T07:10:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.574,163.606,163.564,163.6,656,BULLISH,0.042,0.026,0.619047619,0.006,0.01,0.1428571429,0.2380952381,0.8571428571,0.029,0.8965517241,1.4482758621,0.061,0.097,0.136,2.1034482759,3.3448275862,4.6896551724,1,0.9797979798,0.7472527473,0.015,0.652173913,5,0,163.631,CONSOLIDATION_LOW,0.031,1.0672,163.91,163.229,163.91,163.229,163.697,163.631,1785390300000,BULLISH,1,0.1038,0.0582,163.559,163.456,1785389400000,NEUTRAL,0,0.0305,0.0968,163.559,163.209,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21134,1785392100000,2026-07-30T06:15:00Z,2026-07-30T07:15:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.599,163.623,163.592,163.619,745,BULLISH,0.031,0.02,0.6451612903,0.004,0.007,0.1290322581,0.2258064516,0.8709677419,0.0292,0.6849315068,1.0616438356,0.059,0.117,0.13,2.0205479452,4.0068493151,4.4520547945,1,1,0.7386363636,0.014,0.4516129032,6,0,163.631,CONSOLIDATION_LOW,0.012,0.4112,163.91,163.229,163.91,163.229,163.697,163.631,1785391200000,BULLISH,1,0.3981,0.0591,163.559,163.456,1785389400000,NEUTRAL,0,0.0305,0.0968,163.559,163.209,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21135,1785392400000,2026-07-30T06:20:00Z,2026-07-30T07:20:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.62,163.639,163.592,163.594,578,BEARISH,0.047,0.026,0.5531914894,0.019,0.002,0.4042553191,0.0425531915,0.0425531915,0.0305,0.8524590164,1.5409836066,0.019,0.086,0.115,0.6229508197,2.8196721311,3.7704918033,0.2753623188,0.6323529412,0.6020942408,0.031,1,0,1,163.631,CONSOLIDATION_LOW,0.037,1.2148,163.91,163.229,163.91,163.229,163.697,163.631,1785391200000,BULLISH,1,0.3981,0.0591,163.559,163.456,1785389400000,NEUTRAL,0,0.0305,0.0968,163.559,163.209,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21136,1785392700000,2026-07-30T06:25:00Z,2026-07-30T07:25:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.592,163.604,163.582,163.601,688,BULLISH,0.022,0.009,0.4090909091,0.003,0.01,0.1363636364,0.4545454545,0.8636363636,0.0299,0.3010033445,0.7357859532,0.001,0.062,0.11,0.0334448161,2.0735785953,3.6789297659,0.0196078431,0.5535714286,0.5913978495,0.012,0.5454545455,1,0,163.631,CONSOLIDATION_LOW,0.03,1.0049,163.91,163.229,163.91,163.229,163.697,163.631,1785391200000,BULLISH,1,0.3981,0.0591,163.559,163.456,1785389400000,NEUTRAL,0,0.0305,0.0968,163.559,163.209,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21137,1785393000000,2026-07-30T06:30:00Z,2026-07-30T07:30:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.6,163.63,163.576,163.585,676,BEARISH,0.054,0.015,0.2777777778,0.03,0.009,0.5555555556,0.1666666667,0.1666666667,0.0316,0.4746835443,1.7088607595,-0.034,0.025,0.071,-1.0759493671,0.7911392405,2.246835443,0.7083333333,0.2336448598,0.3966480447,0.022,1,0,1,163.631,CONSOLIDATION_LOW,0.046,1.4567,163.91,163.229,163.91,163.229,163.697,163.631,1785392100000,BULLISH,1,0.3098,0.0589,163.559,163.456,1785391200000,BULLISH,1,0.0627,0.0972,163.559,163.456,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21138,1785393300000,2026-07-30T06:35:00Z,2026-07-30T07:35:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.586,163.599,163.554,163.571,542,BEARISH,0.045,0.015,0.3333333333,0.013,0.017,0.2888888889,0.3777777778,0.3777777778,0.0325,0.4615384615,1.3846153846,-0.023,-0.004,0.056,-0.7076923077,-0.1230769231,1.7230769231,0.6216216216,0.0377358491,0.2916666667,0.023,0.5111111111,0,2,163.631,CONSOLIDATION_LOW,0.06,1.844,163.91,163.229,163.91,163.229,163.697,163.631,1785392100000,BULLISH,1,0.3098,0.0589,163.559,163.456,1785391200000,BULLISH,1,0.0627,0.0972,163.559,163.456,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
21139,1785393600000,2026-07-30T06:40:00Z,2026-07-30T07:40:00+01:00,true,USDJPY,5,LONDON_OPEN,LONDON_OPEN,163.569,163.588,163.568,163.582,775,BULLISH,0.02,0.013,0.65,0.006,0.001,0.3,0.05,0.7,0.0316,0.4113924051,0.6329113924,-0.019,-0.018,0.079,-0.6012658228,-0.5696202532,2.5,0.4634146341,0.1956521739,0.4136125654,0.02,1,1,0,163.631,CONSOLIDATION_LOW,0.049,1.5486,163.91,163.229,163.91,163.229,163.697,163.631,1785392100000,BULLISH,1,0.3098,0.0589,163.559,163.456,1785391200000,BULLISH,1,0.0627,0.0972,163.559,163.456,1785387600000,NEUTRAL,0,0.0405,0.1396,163.91,163.209
